input,instruction,span_start,span_end,span_text,output
,Where was she going?,141.0,0.0, the fair,the fair
,Who said he was a shrewd old man now?,1150.0,0.0,"How horrid you are, Frank! A year ago you would have promised first and asked afterwards.' 

'But I am a shrewd old married man now. Well, let me hear it.' ",Frank
,What did Happy do in his act?,373.0,430.0, wrestle a big plastic alligator with tape over its mouth,wrestle a big plastic alligator with tape over its mouth
,What work did Bloomfield publish later?,892.0,905.0, Farmer's Boy,Farmer's Boy
,west?,110.0,136.0,0,Cambridgeshire
,who did the suspect kill?,677.0,0.0,Gale ,Gale
,How about in the past?,583.0,626.0,historically was a neutral descriptive term,no
,Who approached who at that point?,389.0,0.0,0,Paddy approached Lightfoot
,By one person?,0.0,1305.0,in the 1950s by many scholars,no
,What would have been an appropriate parting word for Mr. Bolton to say to his daughter?,365.0,365.0,false,false
,did he make the jump?,389.0,419.0,jumping and barely grabbing on,barely
,Were they going alone?,424.0,523.0,word was received from both the Stanhopes and the Lanings that all would be glad to join the Rovers,No
,What happened?,348.0,0.0,he child died ,He died.
,how old was loyd when he was killed,580.0,656.0,Lloyd was 27-years-old and working for a landscaping firm when he was killed,27
,WHO IS GIVING THIS INFORMATION?,454.0,482.0,0,U.S. officials
,Where is he going later?,0.0,427.0," Haco has arrived in his schooner, and that he is going to sail this evening for London and will take your Russians to their consul if you wish it."" ",LOndon
,Where did the men change?,1139.0,1156.0,behind the bushes,behind the bushes
,Where was the bloody spot?,0.0,97.0,0,On his breast
,What song on that record did he like?,1162.0,1239.0,"He was particularly drawn to the lyrics from their song ""Dawn is a Feeling:"" ","""Dawn is a Feeling:"""
,Who was Markelov?,882.0,969.0,"For me, even more shocking were the images of Stanislav Markelov, a human rights lawyer",A human rights lawyer
,Who did Grace tell that his win felt great?,386.0,535.0,"""It feels awesome,"" the South African told the official European Tour website after a victory that has lifted him to third in the The Race to Dubai. ",The official European Tour
,What's his spouse's name?,449.0,474.0,"Marshall's wife, Charlene",Charlene
,Where was Messi fouled?,1412.0,1486.0,0,on the edge of the penalty area
,How many times will this be?,32.0,147.0,"duardo Gonzalez, a petty officer second class with the U.S. Navy, is about to be deployed overseas for a third time",third time
,Was he a distinguished individual?,814.0,0.0,0,yes
,When?,1053.0,1111.0," the first human in space, Yuri Gagarin, on April 12, 1961",1961.
,what is the population?,1128.0,1178.0,"The city has a population of approximately 760,000","approximately 760,000"
,Where is the Rock located today?,-1.0,-1.0,unknown,unknown
,what did he do while stuck there?,0.0,206.0,o get some suitable clothes,to get some clothes
,How did Ms. Strawberry feel?,1220.0,1250.0,Ms. Strawberry started to cry.,sad
,was he bound?,672.0,0.0,0,Yes
,What is the name of his character?,727.0,745.0,"His character, Gus",Gus
,how many people live in Steubenville?,1769.0,1853.0," Steubenville that drew a crowd of hundreds to the town, a community of about 18,000","About 18,000."
,What was being prepared for?,88.0,155.0,"terror groups that they say were planning numerous suicide attacks,",Suicide attacks
,Does josh live with his grandpa?,81.0,142.0," He was heading to Florida, to visit his Grandma and Grandpa.",no
,What was he not good for?,170.0,245.0,was the worst possible man that could have been chosen for the guardianship,guardian
,What was he going to say to him?,1447.0,1495.0,he regarded Lady Clara Desmond as still his own.,he regarded Lady Clara Desmond as still his own.
,is that what produced emotions?,222.0,531.0,"by a stare from one and all. Diana eyed him in amazement, Ruth in hope; Richard averted his glance from that of his brother-in-law, whilst Sir Rowland met it with a scowl of enmity--they had not come face to face since the occasion of that encounter in which Sir Rowland's self-love had been so rudely handled",No
,Who wrote the article?,0.0,-1.0,unknown,unknown
,What was India's role?,-1.0,-1.0,unknown,unknown
,About what portion are from elsewhere?,678.0,0.0," around half of the population, and a majority of young people, having a migration background",around half
,What job do the two men have?,314.0,361.0,They work at the nearby Severstal steel company,They work at the nearby Severstal steel company
,Did anyone hear her yell?,1401.0,1514.0,"His manner was so rude that Nellie gave a short, sharp scream--one which reached Tom's ears, as already recorded.",Yes.
,Where does the International Date Line pass through?,59.0,64.0,the middle of the pacific ocean,the middle of the pacific ocean
,Who is the FBI's representative?,0.0,332.0,FBI spokeswoman Barbara Woodruff. ,Barbara Woodruff.
,What other kind of publisher is it?,563.0,638.0,University of Cambridge and is both an academic and educational publisher. ,educational
,What had all the other conflicts been for?,854.0,898.0,All the former ones had been in self-defence,self-defence
,what was she wondering if he would notice?,95.0,147.0,was he going to take no further notice of her secret,her secret
,Who was his father's crash blamed on?,554.0,621.0,0,"on Flight 191's pilots,"
,What area is included in the city today?,551.0,579.0,"Its total area is 308,252 km","Its total area is 308,252 km"
,What were the two Olympic titles won by Veronica Campbell-Brown?,274.0,0.0,200 - meter,200 - meter
,what thing?,720.0,798.0,he had seen this sort of thing in the movies--there was one series of pictures,in one series of pictures
,What neighborhood is the DOS in?,561.0,746.0,"The Department is headquartered in the Harry S Truman Building located at 2201 C Street, NW, a few blocks away from the White House in the Foggy Bottom neighborhood of Washington, D.C. ","in the Foggy Bottom neighborhood of Washington, D.C."
,Who?,412.0,444.0,0,his wife
,Who are the last entrants?,814.0,923.0,". The last entrants are the Premier League and Championship clubs, into the draw for the Third Round Proper. ",The Premier League
,What other group came to prominence at that time?,1118.0,1150.0,"a new religious group, the Druze",the Druze
,was she old?,0.0,16.0,Lucy was a young,no
,What's a magazine Ross didn't want to resemble?,0.0,1100.0,"e different from perceivably ""corny"" humor publications such as ""Judge"", ",Judge
,What over the top roles has she had?,548.0,615.0,"After her over-the-top roles in ""Bridesmaids"" and ""Pitch Perfect,"" ","roled in ""Bridesmaids"" and ""Pitch Perfect"""
,how then?,432.0,0.0,with hardly a vestige left of her former firmness of voice and manner.,with hardly a vestige left of her former firmness of voice
,Did he do anything else in 1995?,500.0,519.0,"released ""Lionheart","released ""Lionheart"
,What is the oldest wireless network?,132.0,135.0,alohanet,alohanet
,is this the first time he won this match?,90.0,120.0,successfully defend his title ,No
,What neighborhood were they in?,677.0,0.0,0,Kensington
,What about AC?,262.0,281.0,alternating current,alternating current
,Where is it being held?,159.0,165.0, Ohio ,Ohio
,Who found its mirror in the idea of classicism?,1486.0,1557.0,Versailles found its stately mirror in the powerful idea of classicism ,Versailles
,When did they arrive?,29.0,84.0,We arrived at Feltham at a few minutes past ten o'clock,at a few minutes past ten o'clock
,Where was he popular?,955.0,966.0,In America ,In America
,Where?,16.0,60.0,"Philippa and Helen met in the drawing-room, ",In the drawing-room
,Who dropped him off?,127.0,158.0,When his mother dropped him off,his mother
,Who was the famous father in this story?,0.0,166.0,"Strom Thurmond,","Strom Thurmond,"
,"Where had he departed, alive?",0.0,480.0,"it had transpired that Lieutenant Butler had left the convent alive, but that nevertheless he continued absent from his regiment. 
",the convent
,what was it standardized to?,1419.0,1463.0,where it was standardized to become ECMA-376,ECMA-376
,by who?,1303.0,1315.0,Georg Cantor,Georg Cantor
,What did Gen. Joshua Lawrence Chamberlain call the hallowed ground of Gettysburg?,141.0,144.0,vision place of souls,vision place of souls
,Who helped with that?,9.0,82.0,Fernando Torres rediscovered his scoring touch as Spain soared to the top,Fernando Torres
,What did he win for this?,792.0,881.0,"Conversely, Einstein was awarded the Nobel Prize for explaining the photoelectric effect,",the Nobel prize
,Where did he have Hoffman's number?,1327.0,1403.0,Vineberg was found to have the actor's phone number stored in his cell phone,in his cell phone
,Did he buy it?,765.0,800.0,he thought a yoghurt would be bette,no
,What year was Promusicae established?,0.0,97.0,1958,1958
,what does it serve?,122.0,142.0, sell alcohol to the,alcohol
,What is the grandmother's first name?,1245.0,1251.0,Phoebe,Phoebe
,what does that mean?,0.0,722.0,"The majority of the world's airports are non-towered, with no air traffic control presence. ",no air traffic control presence.
,What was Mrs Mangivik doing while Adolay was sitting with her?,165.0,0.0,mending a seal - skin boot,mending a seal - skin boot
,Why did Sam think he deserved to be shot?,1226.0,0.0,"""Didn't you deserve it?"" asked Sam boldly. ""You came mighty close to sinking us."" ",Almost caused them to sink
,What color is it?,-1.0,-1.0,unknown,unknown
,Is it evening when Nat wakes James?,973.0,1060.0,"At one o'clock in the morning, on the 19th of March, Nat came into the officers' tent. ",No
,from which languages are they taken?,470.0,561.0,"he term ""automotive"" was created from Greek ""autos"" (self), and Latin ""motivus"" (of motion)",Greek and Latin
,What are they called?,463.0,520.0," Like cnidarians, their bodies consist of a mass of jelly",Cnidarians
,Where did he follow him?,0.0,834.0,0,out to the sidewalk
,what was the name of his company?,248.0,296.0,ed his firm Allen Klein & Co. in the late 1950s ,Allen Klein & CO
,How many?,459.0,601.0,"Three other officials -- Huang Junjie, Wan Daxue and Zhou Weixin -- were also jailed for seven, six, and three and a half years respectively. ",Three
,what mood was Grahm in?,206.0,263.0, Graham took in flying Graham was in a mood of enthusiasm,enthusiasm
,How many countries do most Hispanic Americans come from?,1749.0,0.0,"Most Hispanic Americans are of Mexican, Puerto Rican, Cuban, Salvadoran, Dominican, Guatemalan, or Colombian origin. ",Seven
,What was Abu Yahya al-Libi's role in al Qaeda?,35.0,38.0,no . 2 man,no . 2 man
,Where is he going?,52.0,94.0,Today Daddy is taking him to the aquarium.,to the aquarium.
,What did Mr. Will wear when he joined the ladies for breakfast?,222.0,224.0,his court suit,his court suit
,Did he give it a definition there?,1298.0,1324.0,but not explicitly defined,no
,What was the name of the Jurchen Aisin Gioro clan in Manchuria?,21.0,22.0,qing dynasty,qing dynasty
,Where from then?,302.0,376.0,Mark Lacroix photographed the collapsed bridge from his apartment window. ,From his apartment window
,When?,540.0,664.0,0,2013
,What was his prior job?,1501.0,1683.0,The U.S.-educated president previously served as minister and chairman of the board of directors of the Panama Canal Authority and formerly was director of social security for Panama,minister and chairman of the board of directors of the Panama Canal Authority
,What was Hitler's goal in establishing a New Order?,362.0,365.0,eliminate jews from germany,eliminate jews from germany
,How many votes were cast for the 2008 CNN Hero of the Year?,0.0,231.0,more than 1 million,more than 1 million
,Who evicted the Dutch settlers that lived there in 1664?,1092.0,1225.0,"In 1664, refusing to swear allegiance to the English crown, these original Dutch settlers were evicted to St.Maarten by Thomas Morgan",Thomas Morgan
,Who else was she related to?,1295.0,1529.0,0,Gabriel.
,Did it go by thrillingly?,0.0,66.0,Winter passed very monotonously ,no
,How did Gael Monfils change his approach during the match against Federer?,219.0,226.0,piped down his histrionics,piped down his histrionics
,could he see a peel?,448.0,483.0,0,no
,"What is the origin of the name ""GNU""?",60.0,66.0,""" gnu ' s not unix !",""" gnu ' s not unix !"
,What was the name of the music video that caught the attention of acclaimed director Farah Khan?,177.0,0.0,om shanti om,om shanti om
,What did Defne Bayrak say about her husband's actions?,96.0,115.0,"she doubted accusations her husband had been an intelligence agent , but was satisfied he did not die in vain","she doubted accusations her husband had been an intelligence agent , but was satisfied he did not die in vain"
,What did the narrator and her sister build at the beach?,251.0,252.0,0,sand castle
,What organization is it part of?,0.0,124.0,0,UN organization
,Did she have any problems with this?,509.0,529.0,dropping the needles,Yes
,What did he strike?,369.0,401.0,Gambhir struck an undefeated 150,150
,And how many places will she go?,365.0,428.0," she told CNN before leaving this week on a nine-day, six-stop ",six
,what did it have innovated developments in?,919.0,0.0,its innovative developments in trade,trade
,"What did Francine mean when she said, ""when girls are bent on fascinating men, whether they like it or not""?",370.0,383.0,men have only one alternative - - they must keep out of the way,men have only one alternative - - they must keep out of the way
,What did Dick report to his father about the letters that were stolen?,265.0,274.0,one from mrs . stanhope mentioning the treasure hunt,one from mrs . stanhope mentioning the treasure hunt
,Do they have a state tree?,510.0,545.0,The state tree is the longleaf pine,Yes
,What did he have?,245.0,290.0,His breakfast was waffles with syrup and eggs,waffles with syrup and eggs
,Where did she go next?,54.0,63.0,0,the trail
,who was the first head?,1291.0,1298.0,0,Roy Ash
,who was in debt?,149.0,166.0,0,Manchester United
,Who was Adal's Sultan?,680.0,688.0,Umar Din,Umar Din
,what can a Christian missionary be explained as?,649.0,728.0,"A Christian missionary can be defined as ""one who is to witness across cultures","""one who is to witness across cultures"
,What are they?,281.0,0.0,"He knew that there was going to be a moon bounce, and that he was going to get a lot of presents",a moon bounce and a lot of presents
,for what?,772.0,800.0,landline and mobile services,landline and mobile services
,"What is the name of the notorious prison in Santa Cruz, Bolivia, where the American businessman is being held?",90.0,92.0,0,palmasola
,In what round did she lose?,1383.0,0.0,shock second-round loss,second
,How does it's number of people compare with other areas of Spain,0.0,80.0,most populated,most populated
,Did that score decide the game?,0.0,217.0, a late winner against the second-placed visitors. ,yes
,How big is it in areas compared to the rest of the country?,838.0,858.0,third smallest state,third smallest state
,Who lowered the amount?,696.0,0.0, the judge,the judge
,For what team?,238.0,0.0,"

He joined on a long-term deal, Liverpool said on its website Monday wit the fee reportedly around $26.5 million. ",Liverpool
,What is a part of a computer program that performs a defined task?,578.0,666.0,A part of a computer program that performs a well-defined task is known as an algorithm.,an algorithm
,When?,782.0,807.0, A few more weeks went by,few weeks
,What was stolen?,101.0,128.0,two thousand circus tickets,two thousand circus tickets
,who spotted Harry?,1268.0,1339.0,0,Jerry
,Who did Beth say agreed with her?,1320.0,1360.0,"""That is what Arthur thinks,"" said Beth.",Arthur.
,What was the first state to separate from another since Maine separated from Massachusetts?,176.0,177.0,west virginia,west virginia
,Was his hair tidy?,1746.0,1793.0, his long black hair lay matted and disordered.,no
,How old was he?,286.0,288.0,0,77
,What is it called?,0.0,0.0,"The University of Illinois at Urbana–Champaign (also known as U of I, Illinois, or colloquially as the University of Illinois or UIUC",The University of Illinois at Urbana–Champaign
,How had Berenger changed during his year of illness?,414.0,0.0,grown,grown
,Where did she lead him?,321.0,359.0, and leading him into the peacock path,into the peacock path
,Where was  he found,1371.0,1384.0,his apartment,his apartment
,How many were women?,1190.0,0.0,eight women,eight
,was it the first public instition,457.0,523.0,The first public institution of higher education in North Carolina,It was the first institution of higher education in North Carolina.
,What did Maria Sharapova tell the WTA website about her match?,143.0,162.0,i came across a player playing with such confidence and i knew it was going to be a tough match,i came across a player playing with such confidence and i knew it was going to be a tough match
,Who was the first leader?,400.0,464.0," Pope Leo III crowned the Frankish king Charlemagne as Emperor, ",Charlemagne.
,Where were the majority of soldiers from?,669.0,734.0,most of the soldiers were the sons of German and Swedish farmers ,Germany and Sweden
,What is the role of Aung San Suu Kyi's National League of Democracy in the unrest?,192.0,0.0,opposition leader,opposition leader
,What did they all do together?,277.0,302.0,they were wandering aroun,they were wandering around
,Where does it rank in population in California?,227.0,258.0,7th most populous in California,7th most
,Where was Dick knocked?,1131.0,0.0,"""The mast must have hit Dick and knocked him overboard,"" said Tom, with a quiver in his voice. ",overboard
,Anything else?,-1.0,-1.0,unknown,unknown
,What was the procedural ground on which the state Supreme Court stopped Hill's execution last July?,350.0,353.0,mental retardation,mental retardation
,Who arrives?,591.0,0.0,0,Mary Wallace
,What was the peak usage share of Internet Explorer in the early 2000s?,0.0,144.0,95 %,95 %
,What years was he the coalition prime minister?,936.0,940.0,0,1916 - 22
,When?,144.0,179.0,0,2005
,Did he agree to the questioning?,1036.0,1073.0,But is the present an opportune time?,no
,Why was ECMAScript created?,142.0,0.0,created to standardize JavaScript,to standardize JavaScript
,Who was similar to a deer?,325.0,435.0,0,King Media
,Where is the Wonder of Jena?,522.0,734.0,0,Germany
,Did Kalliope write the daughters?,1131.0,0.0,". 'I should like to have written, but---' ",no
,Was Obama a senator?,0.0,206.0,"Barack Obama, a U.S. Senator from Illinois",Yes
,What kind then?,869.0,881.0,"lung cancer,","lung cancer,"
,What color was the room?,869.0,0.0,blue,blue
,did that happen a long time after separation?,1425.0,1470.0, two minutes after the space plane separated ,two minutes
,Is bloodshed decreasing?,1450.0,1469.0,0,no
,How do you know?,996.0,1083.0,"""You make these people and you love them and you want them around for a thousand years,",she loves them and wants them around
,Is it unpopular in the Olympics?,283.0,350.0,"

Diving is one of the most popular Olympic sports with spectators.",no
,What did Jon Stewart say the Rally to Restore Sanity and March to Keep Fear Alive were meant to satirize?,143.0,145.0,the political process,the political process
,What is Bill Gates looking for?,123.0,0.0,"This time he's in search of a better condom. 
",a better condom.
,Who?,0.0,426.0,He passed by Jim,Jim
,Who is going to visit some farmers?,0.0,332.0,Louise and Mr. Watson are going in the phaeton to visit some of the near-by farmers. ,Louise and Mr. Watson.
,When did she show up for her job?,661.0,712.0,arrived at the pet store around nine in the morning,nine
,Who was the first one?,1587.0,1615.0,0,Jawaharlal Nehru
,What are the two large archipelagoes located near Spain?,0.0,54.0,the balearic islands in the mediterranean sea and the canary islands,the balearic islands in the mediterranean sea and the canary islands
,What month did this transpire?,381.0,389.0,0,December.
,for what?,61.0,118.0,He tried on sixteen different pairs of shoes at the mall ,to try on shoes
,What will happen to the secessionist party?,0.0,1418.0," The secessionist party will come to power, sooner or later, because governments become unpopular.",It will come to power
,Who made the feast?,35.0,228.0,0,Our poor widow
,When was it first used?,143.0,153.0,in Wessex ,in Wessex
,Does it have coastline?,187.0,223.0,eastern boundaries are the North Sea,Yes.
,what would affect the patient ?,810.0,815.0,0,noise
,What type of lodging were there?,279.0,355.0,"Eskimos took possession of the turf-mud-and-stone-built huts of Waruskeek. 
",turf-mud-and-stone-built huts
,Who do they assist?,0.0,217.0,The assessors will help the judge decide the verdict,the judge
,Is he an American?,9.0,0.0,The man suspected to be at the center of the plot to send bombs from Yemen to the United States is a Saudi national who authorities believe has been living in Yemen for the past three years. ,No.
,What kind of a state is it?,79.0,103.0,is a self-declared state,self-declared
,When?,98.0,187.0,"founded in Detroit, Michigan, United States, by Wallace D. Fard Muhammad on July 4, 1930.","July 4, 1930."
,And who did it mostly train in its early history?,0.0,0.0,Dartmouth primarily trained Congregationalist ministers throughout its early history,Congregationalist ministers
,When did he die?,29.0,45.0,10 December 1198,10 December 1198
,How long he has been with the team?,218.0,278.0,0,2 years
,Did they have names?,0.0,725.0,0,Yes
,For what organization was he President?,76.0,101.0,the World Jewish Congress,the World Jewish Congress
,When did the relay start?,481.0,566.0,0,March 24
,what happened to her?,529.0,0.0,0,Became a peel
,What was Billy curious about?,321.0,356.0,"""I wonder what's making that noise,",a noise
,How do you know that?,56.0,97.0,in the International System of Units (SI),it is in the International System of Units (SI)
,Where mught you go for that?,0.0,170.0," It is on the west coast of Florida on Tampa Bay, near the Gulf of Mexico",Tampa Bay
,Did he make good money with them?,291.0,309.0,increased the deal,Yes
,Did the German think it was funny?,1233.0,1278.0,"""Dere ain't no choke apout dis!"" gasped Hans,",no
,who was else was staying?,206.0,230.0,He's booked rooms for us,Tommy
,What effect did Christopher Columbus' voyages have on the historical development of the modern Western world?,298.0,299.0,enormous effect,enormous effect
,where did it take place?,192.0,198.0,0,China
,How many did they count?,0.0,1078.0,"which counted 5,488 accepted species.","5,488 species."
,What did Jenny notice?,688.0,0.0,she looked down she saw that she had a very bad sunburn,they were sunburnt
,what made felix happy as dinner?,1074.0,1165.0,The pleasure of the dinner to Felix--and it was not too great--was in watching Nedda's face,watching Nedda's face
,How did the Anglo-Saxon period influence the development of English literature and language?,0.0,0.0,christianity was established and there was a flowering of literature and language,christianity was established and there was a flowering of literature and language
,Who was broken up about the accident and spoke on his behalf?,804.0,813.0,brash kid,brash kid
,What did Dave remember about Isaac Pludding when they saw him at the depot?,221.0,0.0,the rude manner in which isaac pludding had shoved him,the rude manner in which isaac pludding had shoved him
,Was discharging his weapon inadvertently a new problem for him?,82.0,243.0,"Now, although we have said that Jim Slagg knew how to pull a trigger, it does not follow that he knew how to avoid pulling that important little piece of metal. ",No
,Is this man a millionaire?,596.0,652.0,"""This young man must be a millionaire several times over",yes
,how old is Roberto?,16.0,0.0,Seven year old,Seven year old
,"What did the two lovers make sure no one saw them do, from then on?",0.0,564.0,be seen together no more in public;,be seen together in public;
,Where did she keep it?,1035.0,1088.0, I have it carefully preserved in a little glass box;,In a little glass box
,From where?,116.0,0.0,about a week later in dispatches from headquarters. ,Headquarters
,What does the Lord have the power to do?,1132.0,1187.0,t is within your power to separate her from Mr. Tregear,separate her from Mr. Tregear
,What was the date when Josey was to go home?,19.0,22.0,0,the last of february
,When did Laos become a French protectorate?,250.0,250.0,1893,1893
,Who is this end of life story about?,73.0,135.0,0,"Martha ""Sunny"" von Bulow"
,Who's place of business?,-1.0,-1.0,unknown,unknown
,When's the first book going to come out?,526.0,732.0,"Now the mother-daughter team have collaborated for the first time on a new series called ""Dixie O'Day"", written by Hughes and illustrated by Vulliamy, with the first book to be published in September 2013. ",September.
,How?,853.0,871.0, its video player ,Video player.
,What did Matt McCarthy tell the Gold Commissioner privately?,176.0,191.0,that a song or so and a skirt dance wouldn ' t have hurt the performance,that a song or so and a skirt dance wouldn ' t have hurt the performance
,What day of the week was it?,713.0,842.0,"So our life went on for nearly three months, and then one Friday evening I was told that Sarah was below waiting to speak to me. ",Friday
,What are those who live there called?,908.0,0.0,Oklahomans,Oklahomans
,Were they succesful?,441.0,567.0,"Three sentries only had been left to guard the tents, and of these Fortemani and a couple of his men had made prisoners whilst",No
,what did he call billy?,1155.0,1164.0,big dummy,big dummy
,Where did they get the ingredients for dinner?,146.0,161.0,0,from the garden
,Who was he talking to?,267.0,340.0,"""'Tis a fine morning,"" said Colonel Zane, joining his sister on the porch",His sister
,What did they agree not to say to Toby about his friend's sickness?,970.0,1090.0,Uncle Daniel and Aunt Olive seemed to have agreed not to say anything discouraging to him regarding his friend's illness,anything discouraging
,What kind of programming did they add support for?,916.0,1008.0,added support for structured programming and processing of character-based data (FORTRAN 77),structured programming
,What two nations share the remainder of the island of Borneo?,115.0,117.0,malaysia and indonesia,malaysia and indonesia
,Was there an African country in it?,1596.0,1608.0,South Africa,yes
,What was in their hands?,699.0,705.0,pistol,pistol
,What grade was Mikhail Furtado in?,0.0,65.0,Mikhail Furtado was extremely worried about his 12th-grade exams.,12th
,On what street?,256.0,0.0, Jones Branch Drive,Jones Branch Drive
,What always follows icons' death announcements?,895.0,1033.0,their deaths are always almost followed by tributes from younger pop stars acknowledging how much influence they've had on their careers. ,tributes from younger pop stars
,What is the full name of Napoleon III?,0.0,14.0,louis - napoleon bonaparte,louis - napoleon bonaparte
,When?,146.0,0.0,on the Sunday morning,on the Sunday morning
,did he do enough?,719.0,0.0,"""The only thing is that you did not do enough. ",No
,Anything else?,0.0,473.0,"""Hurrah! winter is knocking at the door at last!"" cried Sam joyfully. ""Now for some snowballing, skating, and all the rest of the winter fun."" ",Yes
,who was it titled to?,420.0,424.0,JEAN,JEAN
,How many residents does Surrey have?,0.0,114.0,1 . 1 million,1 . 1 million
,Would she prefer to just let things go?,0.0,88.0,0,yes
,Who had she remembered having dinner there?,572.0,638.0,Las Vegas Carmichael had sat down to that fatal dinner for Beasley,Las Vegas Carmichael and Beasley
,What group did they belong to?,312.0,397.0,Following a 1954 attempt on his life by a Muslim Brotherhood member acting on his own,Muslim Brotherhood
,How does Dawn Larkin-Wallace help her daughters feel good about their bodies?,368.0,394.0,0,i have to help them understand that because their body type is different than others doesn ' t make one better or more right than the other
,Who is considered his nemesis?,893.0,979.0,Woods could have done with replicating the final round 67 of arch-rival Phil Mickelson,Phil Mickelson
,What presents did the Rover boys purchase for their friends and family?,67.0,68.0,0,christmas presents
,Was Marianne going to agree with Elinor even though she did not believe it?,1352.0,1385.0,Marianne hardly knew what to say.,She didn't know what to say.
,What percent of Michigan's population lives in the area?,0.0,1333.0,0,roughly one-half
,What does he compete in?,0.0,0.0,London (CNN) -- Olympic star Ryan Lochte said Friday that he tries to maintain a sense of humor and perspective despite his intense focus on swimming,swimming
,what metal was he pursuing?,119.0,164.0,his taekwondo bronze medal match in Beijing. ,bronze medal
,who asks about their dad?,504.0,546.0,Henri immediately asked after his father. ,Henri
,what did he use it for?,0.0,666.0, trading post,trading post
,How about Australia?,0.0,53.0,"Australasia, a region of Oceania, comprises Australia",Yes
,What flavor of ice cream did Emily and Evelyn choose?,126.0,0.0,chocolate and vanilla,chocolate and vanilla
,How many Grammy awards did Amy Winehouse win in 2008?,265.0,265.0,five,five
,Why did he feel that he was at a disadvantage?,1144.0,1166.0,he was not close to he,he was not close to her
,Had Theodora's habits changed?,1491.0,1563.0,Her habits in company had not been materially changed by her engagement;,No
,What did he give her when she left him there?,127.0,182.0,"When his mother dropped him off, he kissed her goodbye ",A kiss
,Were they all Afgans?,389.0,459.0,"Among the dead were six Americans, two Afghans, a Briton and a German,",No
,What did Judge Linda Hunter say in her sentencing of Derrick Yancey?,153.0,181.0,"she was an officer , she was a wife , she was a mother , she was a daughter , she was a sister , she was a friend","she was an officer , she was a wife , she was a mother , she was a daughter , she was a sister , she was a friend"
,Who did she supply with prostitutes?,94.0,0.0,0,Eliot Spitzer
,Why not?,1103.0,1154.0,"'I cannot,' said Bertram; 'I must not offend her.' ",Bertram must not offend her
,when was that enacted?,444.0,448.0,1765,1765
,What did Ham Ludd threaten to do if old Ricks didn't put up the fence?,439.0,443.0,have the law on ye,have the law on ye
,Were his remarks recorded?,360.0,392.0,The tape released a few days ago,yes
,what was one of his former jobs?,615.0,669.0,0,governor of the Bank of Italy
,where did he go?,1002.0,1014.0, barber shop,barber shop
,Did the crime start as a home invasion?,498.0,0.0,"The home of Dr. William Petit, his wife Jennifer Hawke-Petit, and two daughters was invaded",Yes
,where was Plutarch born?,407.0,429.0,"all town of Chaeronea,",Chaeronea
,Did they say anything about third party candidates?,-1.0,-1.0,0,unknown
,What was Mr. Brooke eating?,0.0,735.0,"
""Sir Humphry Davy?"" said Mr. Brooke, over the soup,","soup,"
,How do insects grow and develop?,219.0,223.0,a series of molts,a series of molts
,about how much to live in?,1421.0,1431.0,0,about 9.7%
,Where could he not go?,874.0,920.0,having been requested not to come to Midbranch,Midbranch
,What was he doing?,84.0,117.0,Mr. Brown was setting up a table ,setting up a table
,What are police looking at that a journalist gave them?,344.0,353.0,documents,documents
,Does he assume guilt?,0.0,271.0,client spent his career protecting the public and that murder accusations are groundless. ,no
,What type of republic is it?,1103.0,1136.0, a unitary parliamentary republic,a unitary parliamentary republic
,and why was he eager?,96.0,0.0,Today was show and tell,Today was show and tell
,what was she siting near?,305.0,344.0,0,the Connoisseur
,Who was the first English merchant in North America?,1200.0,1235.0,"William Weston, a Bristol merchant,",William Weston
,from what country?,255.0,263.0,British ,Britain
,What date did Sherman depart?,702.0,0.0, noon on the 16th,Around noon on the 16th.
,Was he yelling negative things?,952.0,0.0,"""If he does win there will be no holding him down,","""If he does win there will be no holding him down,"
,Who survived the accident?,0.0,0.0,"The spaceship disintegrated 45,000 feet above the Mojave Desert on October 31, killing co-pilot Michael Tyner Alsbury and injuring co-pilot Peter Siebold",Peter Siebold
,Did Walter lie about what happened?,1244.0,1280.0,Then Walter gave a truthful account ,no
,Why did the attempt to garrison the town fail?,0.0,0.0,the men would not stay away from their homes,the men would not stay away from their homes
,What color balls did Logan have?,73.0,80.0,"red ones , green ones , blue ones","red ones , green ones , blue ones"
,What was his fate?,336.0,354.0,killed James Foley,Death
,How did Johnny react when he saw the big red fish?,171.0,172.0,0,johnny laughs
,And what's that group's current position?,1381.0,1495.0,", Christie said it should be left to the state's Board of Agriculture, which currently doesn't outlaw the crates. ",it currently doesn't outlaw the crates.
,When would they return?,534.0,540.0,spring,spring
,what does it mean?,1594.0,0.0,"which in both Portuguese and Spanish means ""peaceful sea"".",peaceful sea
,Was he honest?,1348.0,1367.0,fall down de stairs,no
,What was on the collar?,635.0,669.0,The puppy had a bell on its collar,a bell
,where had he been?,1009.0,1019.0, in London,in London
,Who was in  the hospital?,504.0,534.0,"Repasky awoke in the hospital,",Repasky
,Where?,1359.0,1375.0,the Indian Ocean,the Indian Ocean
,What was Maggot's ambitious hope?,104.0,119.0,procuring of a seine - net and boats for the pilchard fishery,procuring of a seine - net and boats for the pilchard fishery
,was it the farthest ever?,0.0,411.0,the longest distance of any Olympic torch relay,yes
,How long did the custody battle take?,878.0,887.0,0,six-year
,did the southern states?,1027.0,1060.0,southern states remained Catholic,yes
