input,instruction,span_start,span_end,span_text,output
,WHAT DID AUTHORITIES CONFISCATE?,21.0,76.0,Authorities confiscated an antique gun and some bullets,an antique gun and some bullets
,Who is the party's leader?,527.0,563.0,defamed President Alassane Ouattara ,Alassane Ouattara
,What state is it based in?,184.0,194.0,California,California
,How did Henry Chadwick use his experience with cricket to devise the predecessors to modern-day statistics?,164.0,209.0,"keeping records of player achievements was started in the 19th century by henry chadwick . based on his experience with the sport of cricket , chadwick devised the predecessors to modern - day statistics including batting average , runs scored , and runs allowed","keeping records of player achievements was started in the 19th century by henry chadwick . based on his experience with the sport of cricket , chadwick devised the predecessors to modern - day statistics including batting average , runs scored , and runs allowed"
,How long ago was human signs found in the subcontinent of the subject town?,989.0,1005.0,"75,000 years ago","75,000 years ago"
,How many?,637.0,640.0,two,two
,Where did she leave Lady Fawn?,246.0,254.0,Richmond,Richmond
,Were they travelling with any other cars?,1111.0,1448.0,"Tom and his wife, with Grace and Sam, occupied the first automobile, the remaining space in the roomy tonneau being taken up by various suitcases and other baggage. Behind this car came the one driven by Dick Rover. Beside him was his wife, with Mrs. Stanhope and Mrs. Laning behind them. Some distance to the rear was the third machine,",yes
,What did Ozma think would happen when the magician put her in the golden peach pit?,0.0,0.0,she never could be found or liberated,she never could be found or liberated
,And the other?,588.0,693.0,Broadcasting of radio and television was a duopoly of the BBC and Independent Broadcasting Authority (IBA,Independent Broadcasting Authority
,Do they also sell fruit?,-1.0,-1.0,unknown,unknown
,how did he feel during this time?,1259.0,0.0, felt so weak,weak
,What did Jo grumble about Christmas?,15.0,23.0,christmas won ' t be christmas without any presents,christmas won ' t be christmas without any presents
,Why didn't Gary walk?,184.0,0.0, it would be hard for him to keep up with Albert and Lock as they walked around,it would be hard for him to keep up
,who defeated the Jacobites?,1068.0,1126.0,After the defeat of the Jacobite forces by the Williamites,Williamites
,who was the first?,554.0,612.0,0,Irene McCormack Jackson
,Who was at the office?,1163.0,1230.0," Or Theodore might do so--as, of course, he would be at the office.",Theodore
,In what?,647.0,678.0,Ruth moved a little in her seat,her seat
,How did the puppy respond when Sally picked it up?,106.0,108.0,licked her face,licked her face
,How many stories did she fall?,0.0,149.0,she fell from the balcony of her 17th floor ,17
,How many Derbys have their been?,939.0,956.0,The 138th running,138
,What animal have they saved from disappearing off the face of the earth?,520.0,597.0,The state has conserved the one-horned Indian rhinoceros from near extinction,one-horned Indian rhinoceros
,Where is he from?,0.0,0.0,Washington ,Washington
,What happened to international trade then?,1288.0,1335.0,"trade was limited to other socialist countries,",it was limited
,how many Gods do they believe in?,67.0,95.0,is only one incomparable God,one
,who are some notable ones?,1000.0,1082.0,"Rev. Martin Luther King Jr., future U.S. Rep. John Lewis and A. Philip Randolph. 
","Rev. Martin Luther King Jr., future U.S. Rep. John Lewis and A. Philip Randolph."
,What is John McCain's overall energy strategy?,82.0,97.0,a national energy strategy that would rely on the technological prowess of american industry and science,a national energy strategy that would rely on the technological prowess of american industry and science
,of what?,392.0,403.0,Mexico City,Mexico City
,what did he want to desert?,193.0,0.0,0,the Metropolis
,How much did Thomas pay for his train ticket?,77.0,78.0,five dollars,five dollars
,What day was that on?,17.0,163.0,Atletico Madrid recovered from their painful recent defeat by Barcelona to crush European rivals Real Zaragoza 4-0 in the Primera Liga on Sunday. ,Sunday.
,did they prepare?,0.0,303.0,in making great preparations,yes
,"What was the time slot for ""The Jay Leno Show"" when it aired for NBC?",0.0,335.0,10 p . m . et,10 p . m . et
,How was Zeus usually depicted by Greek artists?,406.0,431.0,"in one of two poses : standing , striding forward with a thunderbolt leveled in his raised right hand , or seated in majesty","in one of two poses : standing , striding forward with a thunderbolt leveled in his raised right hand , or seated in majesty"
,And what room there?,96.0,108.0,drawing-room,drawing-room
,Are there more seasonal tasks to do?,108.0,139.0,When the season's work is over ,no
,What is his main concern?,1423.0,1462.0," picks ""all new friends and management,","picks ""all new friends and management,"
,When was it published?,0.0,122.0,"Pascal is an imperative and procedural programming language, which Niklaus Wirth designed in 1968–69 and published in 1970",1970
,Was there any other incidents?,1295.0,1332.0,"Plaxico Buress' nightclub incident 

",Yes
,Which one?,13.0,157.0,"An Indonesian court has rejected a bid by two Australian drug smugglers -- members of the ""Bali Nine"" -- to challenge their planned executions. ",Bali Nine
,was the weather liked?,802.0,835.0,Many of the cadets hated the rain,No
,For when?,527.0,538.0,0,September 5
,Who lead there?,0.0,827.0,0,Hurlbut
,Was their a man in the cast?,1201.0,1239.0,Rancic and fellow co-host Brad Goreski,yes
,Did they catch any kidnappers?,1331.0,1369.0,Police arrested some of the kidnappers,Yes.
,What was the purpose of Seth Warner's troops arriving in a schooner?,0.0,328.0,aiding in the capture of ticonderoga,aiding in the capture of ticonderoga
,What skill did he possess and use with Angela?,910.0,1008.0,"""Don't move,"" he said. ""You were just in the position in which I painted your portrait at Siena."" ",Painting
,What type of application is it?,55.0,63.0,software,software
,Were they long letters?,0.0,110.0,letters all too short ,no
,How did the author of this story feel about Jim's chances?,1517.0,1543.0,0,he had misgivings
,What is the ontological doctrine of idealism?,108.0,115.0,0,all entities are composed of mind or spirit
,IS the native language english?,974.0,1019.0,French is the native tongue of the population,no
,what town?,0.0,420.0, He was born in Monmouthshire,Monmouthshire
,After she has done what?,980.0,1006.0,had a run round the garden,had a run round the garden
,Is it just starting?,35.0,0.0,"""I have nearly brought down the story to the present time",no
,What did Whitehead caution against in his 1916 address?,259.0,261.0,inert ideas,inert ideas
,what was her name?,1041.0,1053.0," Timoxena, f",Timoxena
,What driver got in a wreck?,300.0,414.0,0,Nelson Piquet Jr
,Where at then?,620.0,666.0,he spit out the fake fruit all over the floor.,all over the floor
,Who did they meet?,141.0,177.0,they met the nasal Mr. Samuel Price ,Samuel Price
,What did he realize once he locked himself in?,95.0,144.0, he realized that he was in a perilous position. ,that he was in a perilous position.
,are they christian?,128.0,146.0,is a Sunni Islamic,No
,Is he better or worse than Dan Baxter?,165.0,0.0,Almost as bad as Dan Baxter,Almost as bad
,Has he won the Derby before?,1002.0,1120.0, It was the first victory for trainer Doug O'Neill and the first win from the No. 19 post position with a full field. ,no
,Was he in an SUV?,989.0,997.0,the SUV ,yes
,Where did Norman of Tom go for a meeting three weeks before?,12.0,122.0,For three weeks after his meeting with Bertrade de Montfort and his sojourn at the castle of John de Stutevill,The castle of John de Stutevill.
,How do modern folks relate to them?,280.0,359.0,"To this day, China's majority ethnic group refers to itself as the ""Han people""","China's majority ethnic group refers to itself as the ""Han people"""
,What was one appointment receive,143.0,168.0,appointment as Astrologer,Astrologer
,what sickness did they have?,1164.0,1205.0, had fallen sick with a wandering sicknes,wandering sickness
,Is it found near the face of the planet?,1632.0,0.0, is a pollutant near the surface where it is a by-product of smog,Yes
,Who was closing and opening their eyes?,31.0,61.0,Kirk blinked. He closed his ey,Kirk blinked. He closed his ey
,When did Olic get on the scoresheet?,1372.0,1427.0,Olic got on the scoresheet two minutes before halftime ,two minutes before halftime
,what might he pretend?,1695.0,1740.0, pretend he was pretending to be very stupid.,to pretend he was pretending to be very stupid.
,what century did he do that?,768.0,854.0,In the 19th century the Krasiński Palace Garden was remodelled by Franciszek Szanior. ,19th century
,What should have Gabon done?,656.0,771.0,Gabon should have leveled midway through the half when Frederic Bulot sent a shot wide with the goal at his mercy. ,leveled midway
,doing what ?,1270.0,1279.0,0,listening
,What the weather like on the night of the dinner?,47.0,65.0,"the night was hot,",hot
,What does he say about the murder accusations?,1225.0,0.0,excessive,excessive
,How tall was the hay when they were done?,-1.0,-1.0,unknown,unknown
,Who took him into custody?,331.0,374.0,when Cuban authorities arrested her husband,Cuban authorities
,by who?,374.0,653.0,"The latest arrest was that of Mohammad Gadhafi, whom the rebels claimed was being confined to his house. 

""I'm being attacked right now. This is gunfire inside my house. They are inside my house,"" a man who identified himself as Mohammed Gadhafi told Al Jazeera in a phone call.",rebels
,How does he rank this year?,331.0,385.0,"Alonso was fourth in the drivers' standings this year,",Fourth
,Does this include the total number of people that could be considered German?,0.0,116.0,"Of approximately 100 million native speakers of German in the world, roughly 80 million consider themselves Germans.",Yes but not all do.
,And what else at the time?,678.0,740.0,Heigho!' Torpenhow shuffled the writing together and hummed-- ,shuffled
,where did he sprint to with it?,1270.0,1310.0,"Running around to the rear of the wagon,",the rear of the wagon
,Did Moody select the site of British Columbia?,1074.0,1154.0,Moody selected the site for and founded the original capital of British Columbia,he selected the site for and founded the original capital of British Columbia
,What was his occupation?,844.0,872.0,0,inventor
,When?,1272.0,1285.0,February 1910,February 1910
,who asked luke about plans ?,0.0,94.0,Colonel Harris,Colonel Harris
,How many?,1349.0,1686.0," Past and present faculty and alumni include 20 Nobel Prize Laureates, 12 Turing Award winners, 22 Members of the American Academy of Arts & Sciences, 19 Fellows of the American Association for the Advancement of Science, 72 Members of the National Academies, 114 Emmy Award winners, 44 Tony Award laureates, and 7 Academy Award winners.",Seven
,What did Konare and other soldiers say was the reason for suspending the constitution and dissolving public institutions?,251.0,258.0,the government ' s handling of an insurgency,the government ' s handling of an insurgency
,"Besides the Inuit, what other Eskimo groups are ther?",453.0,0.0,Alaska's Yupik and Iñupiat peoples,Yupik and Iñupiat
,to how many,990.0,1032.0,the number of divisions was reduced to two,two
,Was he 30 years old?,673.0,689.0, 22-year-old son,no
,From who did the Greeks hear about Iberia?,970.0,1052.0,"Greeks reached the Iberian Peninsula, of which they had heard from the Phoenicians",the Phoenicians
,When did the Johnsons move into the White House?,991.0,1036.0,Her family moved into the White House in 1963,in 1963
,Does the country has strong govt. after that?,973.0,999.0,A weak central government ,no
,What is the population of Wales in 2011?,62.0,68.0,"3 , 063 , 456","3 , 063 , 456"
,Does anyone live there?,520.0,567.0,There is no permanent population on the islands,yes
,What award did Clinton bestow him?,744.0,774.0,Presidential Medal of Freedom ,Presidential Medal of Freedom
,What kind of bird?,0.0,71.0,a very normal bird,a very normal bird
,Anyone famous hail from here?,1202.0,1257.0,0,Edgar Allan Poe
,Are they a successful act?,0.0,475.0,0,Yes
,Why wasn't it built there?,1014.0,1104.0,the Tokugawa shogunate decided that Kanagawa-juku was too close to the Tōkaidō for comfort,the Tokugawa shogunate decided that Kanagawa-juku was too close to the Tōkaidō for comfort
,What does he do?,381.0,0.0,chief of criminal prosecution for the Cook County State's Attorney's Office,chief of criminal prosecution for the Cook County State's Attorney's Office
,where ?,0.0,136.0, a federal appeals court,a federal appeals court
,For how many years did he rule Portugal?,793.0,859.0,"1770, he effectively ruled Portugal until Joseph I's death in 1779",9 years
,How many kittens were there?,455.0,0.0,Six,Six
,Why was Cesare invited?,726.0,813.0,"The citadel made surrender on that New Year's morning, when Cesare summoned it to do so",to take the citadel
,Why did Knox get involved?,535.0,597.0, he heard that Bishop had threatened his younger brother Jamie,he heard that Bishop had threatened his younger brother Jamie
,where had she stayed?,28.0,84.0,"Marie Vaillant, after remaining six weeks at the chateau",at the chateau
,What age is this in years?,777.0,779.0,60,60
,How many total time divisions are there for classical music?,519.0,1016.0,"The major time divisions of classical music are as follows: the early music period, which includes the Medieval (500–1400) and the Renaissance (1400–1600) eras; the Common practice period, which includes the Baroque (1600–1750), Classical (1750–1820), and Romantic eras (1804–1910); and the 20th century (1901–2000) which includes the modern (1890–1930) that overlaps from the late 19th-century, the high modern (mid 20th-century), and contemporary or postmodern (1975–2015) eras.[citation needed]",Nine
,had the wind died down?,214.0,244.0,0,yes
,What kind?,584.0,670.0,"Annelids are considered members of the Lophotrochozoa, a ""super-phylum"" of protostomes","""super-phylum"""
,who is calling for him to step down?,9.0,175.0,"Jewish organizations called for a Romanian official to resign and face a criminal investigation after he wore a Nazi uniform during a fashion show over the weekend. 
",Jewish organizations
,where was he lingering?,393.0,462.0,"He himself was lingering amongst the shadows of that wonderful past, ",in the shadows of the past
,How big is the largest?,462.0,558.0,"the main island, also named Tristan da Cunha, which has a north–south length of 11.27 kilometres",11.27 kilometres
,How many islands does it include?,434.0,575.0," It includes the islands of Madeira, Porto Santo, and the Desertas, administered together with the separate archipelago of the Savage Islands",3 with the separate archipelago of the Savage Islands
,how many companies have alumni created?,1396.0,1478.0,"Lucasfilm, Myspace, Salesforce.com, Intuit, Qualcomm, Box, Tinder, and Riot Games.",Eight
,What was Steve's secret power?,201.0,208.0,magically made the toilet seat lift up,magically made the toilet seat lift up
,what?,0.0,42.0,Online Mendelian Inheritance in Man (OMIM),Online Mendelian Inheritance in Man
,What did James' mother tell him not to do?,43.0,44.0,get wet,get wet
,Did he enjoy other things?,1344.0,1462.0,"And the more he tried to have fun, the more he liked the party. The moon bounce was fun, and the gifts were very nice.",Yes
,Who did Tom want with him?,697.0,0.0,Nellie,Nellie
,What did Palestinian officials rule out as a cause of death in the days before Arafat's death?,280.0,280.0,0,leukemia
,are the girls afraid their dad might not come home from the war?,618.0,648.0,"She didn't say ""perhaps never,","yes, but not aloud"
,What did Stanley do when he reached the window of the hut?,364.0,369.0,stood up and cautiously looked in,stood up and cautiously looked in
,what is it agnostic about?,810.0,856.0,0,the origin of the universe.
,when?,305.0,336.0,ts citizens on 4 January 1798. ,4 January 1798.
,What is microchipping and why is it important?,345.0,367.0,a process in which an animal is implanted with a rice - sized chip that is used to identify him or her,a process in which an animal is implanted with a rice - sized chip that is used to identify him or her
,Who ended their partnership with Ferrari?,108.0,405.0,"Fernando Alonso, the double world champion who recently left Ferrari, will rejoin McLaren for the 2015 season, which gets underway in March. 

The Spaniard, who won back-to-back world titles with Renault in 2005 and 2006, joins the British team after ending his four-year association with Ferrari.",Fernando Alonso
,How?,713.0,848.0,"Among the English slain was Sir Frederick Dashwood himself; he lay about a yard from his own gig, with a ball directly through his head",A ball through his head
,Who sent the message?,94.0,0.0,Notice was sent from the Bishop of the diocese,the Bishop of the diocese
,What day does the race begin?,763.0,796.0,The traditional Boxing Day start ,Boxing Day
,Why did the game end?,1242.0,0.0, on hearing this unwelcome news,because of unwelcome news
,who was emperor?,0.0,212.0,"Constantine the Great (; ; 27 February 272 AD – 22 May 337 AD), also known as Constantine I or Saint Constantine (in the Orthodox Church as Saint Constantine the Great, Equal-to-the-Apostles), was a Roman Emperor",Constantine the Great
,Is there another way?,452.0,549.0,"one can put a hand or a lit candle in front of one's mouth, and say pin [pʰɪn] and then spin [spɪ",put your hand in front of your mouth
,What was he afraid of?,986.0,1042.0,half afraid that his brother would be tremendously angry,that his brother would be tremendously angry
,In what?,534.0,548.0,bioinformatics,bioinformatics
,What is Rebecca's nickname?,1539.0,1544.0,Becky,Becky
,What was strange about the water?,615.0,643.0,the water was kind of yellow,it was yellow
,Was he working on a dissertation at the time?,0.0,-1.0,unknown,unknown
,Did she have children?,1084.0,1148.0,he had taken into her hands the entire management of the estates,No
,what did Bret's mother say?,602.0,727.0,"Bret's mother said knights liked to poke things with their swords and they also liked to hog the bathroom and they clanked. 
","Knights poke things with their swords, hog the bathroom, and clank"
,What state?,171.0,0.0,Judge Paul G. Gardephe of the U.S. District Court for the Southern District of New York set the trial date for November 4. ,New York
,What was the name of the Solomon Islands during the World War II campaign?,256.0,259.0,british solomon islands protectorate,british solomon islands protectorate
,What did Sen. Mitch McConnell say to the Koch brothers at the donor summit?,297.0,0.0,things he has said in public,things he has said in public
,what state was there a threat against?,0.0,0.0,New York was the point that was threatened,New York
,Anyone else?,537.0,571.0,0,Osmond.
,What do they do after going to the lake?,1006.0,1013.0,go home,Go home
,Where?,895.0,981.0," This made poor Caleb feel worse and worse--he wanted to get home as soon as possible,",Home
,does it play a large part in the country's commerce?,589.0,677.0,It makes up almost a quarter of the population and a quarter of the economy of Germany. ,Yes
,Was he alone?,651.0,739.0,"on May 20. Anderko was in the house with his wife, two children and 92-year old mother. ",no
,Where were they?,616.0,674.0,0,Inside the inn
,"Where did Carlock, Robinson and Love drive to with a backpack?",1093.0,1102.0,San Diego,San Diego
,Was it lit?,0.0,0.0,andle was left burning,yes
,Who's his co-producer?,148.0,230.0,"Brett Ratner, who will produce the 84th Academy Awards show along with Don Mischer",Don Mischer
,What day was it when Mary and her mother went to the store?,31.0,31.0,saturday,saturday
,Where does modern Korean descend from?,1162.0,1175.0,Middle Korean,Middle Korean
,Did Uncle John sound happy about that?,1378.0,1408.0,"cried Uncle John, with a start",no
,"In what track does he feature ""God""?",216.0,294.0,0,I Am a God
,Who had the most goals?,9.0,34.0,Andy Carroll scored twice,Andy Carroll
,Were they experienced programmers?,0.0,709.0,who established the company after leaving Xerox PARC in order to develop and sell the PostScript page description language,Yes
,How long has it been?,-1.0,-1.0,unknown,unknown
,Who was Chelsea?,543.0,550.0,the cat,the cat
,What else was he known as?,149.0,166.0,0,John the Baptizer
,what did dora exclaim?,810.0,920.0,"We're moving!"" cried Dora, as she came to the boys, accompanied by Nellie and Grace. ""Oh, what does it mean?"" ",We're moving!
,What did that put him in charge of?,2077.0,2085.0, Ireland,Ireland
,Did anyone compete against them?,869.0,1039.0,"To compete with the popular Family Computer in Japan, NEC Home Electronics launched the PC Engine in 1987, and Sega Enterprises followed suit with the Mega Drive in 1988.",Yes
,what was his job?,15.0,0.0,was a rookie cop,He was a rookie cop
,What is he the captain of?,0.0,360.0,"Do you know that that is the Rovers' houseboat?"" 
",The Rovers' houseboat.
,who has he worked with?,475.0,498.0,Jay-Z and Alicia Keys. ,Jay-Z and Alicia Keys. He has worked with Jay-Z and Alicia Keys.
,What did Buster do to help Henry?,194.0,198.0,fixed henry ' s leg,fixed henry ' s leg
,what's the sunday morning show called?,355.0,436.0,"Sunday morning political affairs program ""This Week with George Stephanopolous"". ",This Week with George Stephanopolous
,Was this a surprise?,0.0,831.0,Alexis could hardly believe his ears,Yes
,What profession was Wilson?,0.0,41.0,Darren Wilson was just one of 53 officers,officer
,Can birds go that fast?,737.0,785.0,never was a bird in the world that could do that,No
,Who spotted Paul first?,1156.0,1325.0,0,Alfred
,who created a completely new system?,515.0,552.0, BANA created a completely new system,BANA
,When did he do it?,261.0,316.0,Pistorius killed Steenkamp on Valentine's Day last year,last year
,why?,712.0,757.0,he's always going to be looking for that pass,he's always going to be looking for that pass
,Who goes to see him?,708.0,751.0,The Rovers now went to consult him further.,The Rovers
,Who has made four trips to Iowa in recent months to support GOP candidates?,306.0,310.0,new jersey governor chris christie,new jersey governor chris christie
,What did he indicate?,1351.0,1434.0,"Pohl indicated there may have been ""undue command influence"" by Pentagon officials.","there may have been ""undue command influence"" by Pentagon officials"
,Was she persistant in her proposal?,614.0,627.0,0,yes
,What are the type of resource usage,756.0,800.0, data storage space or transmission capacity,data storage space or transmission capacity
,What did Luke do when he arrived at the Danish Legation?,38.0,50.0,found them a taxicab and generally saw to their comparative comfort,found them a taxicab and generally saw to their comparative comfort
,What is the gross state product of Indiana in 2016?,216.0,220.0,$ 341 . 9 billion,$ 341 . 9 billion
,What is the authority of the Archivist of the United States?,0.0,171.0,"declare when the constitutional threshold for passage has been reached , and therefore when an act has become an amendment","declare when the constitutional threshold for passage has been reached , and therefore when an act has become an amendment"
,What rock star dedicated a song to her?,515.0,526.0, Elton John,Elton John
,Who will be returning to the show to host?,1201.0,0.0,Rancic and fellow co-host Brad Goreski,Rancic and Brad Goreski
,What place she escaped before?,330.0,353.0,her grandfather's house,her grandfather's house
,Did they feel they needed him to go?,0.0,1113.0,We can go by ourselves,No.
,Did Billy think this was a good idea?,723.0,757.0,0,no
,Of which year?,0.0,0.0,On 16 September 2001,2001
,Does Obama insist on always being correct?,1338.0,1456.0,Gibbs insists that Obama still seeks opposing opinions and dislikes an atmosphere where everyone tells him he's right.,No
,What happened to the captive meanwhile?,939.0,957.0,recovered slightly,recovered slightly
,Who else?,505.0,549.0,0,four soldiers
,Were they also the first publicly traded company?,745.0,802.0, the VOC was officially the first publicly traded company,Yes
,When did Fang Lizhi write an open letter to Communist Party leader Deng Xiaoping?,0.0,273.0,0,early 1989
,Why did he decide against the second dog?,969.0,1002.0, He might need a lot of attention,He might need a lot of attention
,Who threw himself on the divan?,1139.0,1217.0,"When they had reached their apartments, Fakredeen threw himself upon the divan",Fakredeen
,did he call it his home?,1132.0,1183.0,without so much as a fearful quid to call his own. ,No.
,Are contracts included in the oracles?,913.0,0.0,"These oracles may include (but are not limited to) specifications, contracts",yes
,what did it use to be?,1658.0,1743.0, for Crome was originally a cloister of monks and this swimming-pool their fish-pond.,A fish-pond
,What did it say then?,788.0,791.0,Moo,Moo
,What is the reason for U.S. and British officials not disclosing the identity of Jihadi John?,311.0,0.0,0,western intelligence agencies believe they have more to gain from keeping quiet
,What's his name?,376.0,391.0, Essper George ,Essper George
,What year was the University of Pittsburgh founded?,36.0,36.0,1787,1787
,When did he give up?,987.0,1080.0,"It was not till the middle of January that Friedrich put his troops into partial cantonments,",the middle of January
,What country is it affiliated with?,0.0,157.0,"Saint Pierre and Miquelon, officially the Overseas Collectivity of Saint Pierre and Miquelon, is a self-governing territorial overseas collectivity of France",France
,Sunday?,341.0,0.0,"At least 13 suspects were arrested Sunday and Monday,","Sunday and Monday,"
,what was he a follower of?,1206.0,1237.0,a loyal follower of the Khalifa,the Khalifa
,did it have automoatic memory management?,362.0,429.0,0,yes
,where was he speaking?,837.0,947.0," speaking at the same hearing of the Senate Subcommittee on Disaster Recovery and Intergovernmental Affairs. 
",a hearing of the Senate Subcommittee on Disaster Recovery and Intergovernmental Affairs.
,Who came up with the Armenian alphabet?,320.0,410.0,"Armenian is written using the Armenian alphabet, introduced in 405 AD by Mesrop Mashtots. ",Mesrop Mashtots.
,What organizations is Liechtenstein a member of?,0.0,284.0,"united nations , european free trade association , and the council of europe","united nations , european free trade association , and the council of europe"
,How many pages did the original ISO 128 standard contain?,178.0,0.0,0,15
,What did he have to keep away from the cattle?,983.0,1042.0,Bob also had to keep the other animals away from the cattle,other animals
,Who did Elizabeth suggest to give the incubi to?,189.0,271.0," so we will turn the incubi over to Kate and Helen, and be comfortable together.' ",Kate and Helen
,How many?,865.0,944.0," Indonesia has 34 provinces, of which five have Special Administrative status. ",five
,what might your dad say?,332.0,0.0,0,that it was a mass-meeting of angry citizens
,Where did they sit to eat?,769.0,804.0, George and Laura sat on the bench ,the bench
,who had freed Kettle?,702.0,726.0, Ulf set me free at once,Ulf
,Where was it held?,157.0,171.0,held in Vienna,Vienna
,What is the amount of damages being requested in the lawsuit?,257.0,260.0,"$ 15 , 000","$ 15 , 000"
,What can they do to atoms?,582.0,617.0,Gamma rays are able to ionize atoms,ionize them
,What did the ox order at the drive-in?,72.0,73.0,chicken sandwich,chicken sandwich
,and?,102.0,154.0,With a closed carriage and a band of chosen ruffians,a band of chosen ruffians
,What were the parent's names?,-1.0,-1.0,unknown,unknown
,What event prompted the south to be more aligned with the industrial North?,714.0,863.0,"Since the Civil Rights Movement of the 1960s, they became more culturally, economically, and politically aligned with the industrial Northern states,",the Civil Rights Movement
,Did he want something more than a desktop environment?,1299.0,1398.0," but a desktop environment in which users could expect things to look, feel, and work consistently.",Yes
,What was the first neighborhood in Tel Aviv?,1086.0,1196.0,"The modern city's first neighborhoods had already been established in 1886, the first of which was Neve Tzedek",Neve Tzedek
,Who shared this news with the public?,389.0,572.0,"Among the dead were six Americans, two Afghans, a Briton and a German, said Dirk Frans, director of International Assistance Mission. He said two other Afghans on the team are alive. ",Dirk Frans
,Where else can they thrive?,0.0,1493.0,related studies that microbes thrive inside rocks ,inside rocks
,Why were they indicated?,5.0,140.0,A fourth man has been indicted in connection with a plot to provide material support to terrorists and for some of the men to join ISIS,In connection with a plot to provide material support to terrorists and for some of the men to join ISIS
,Which kind of fruit did he end up liking?,0.0,1446.0,Dig gave the sock monster her pear. The sock monster ate it,the pear
,How many miles did Eddie swim?,247.0,264.0,He swam 2.4 miles,2.4 miles
,How long had passed since John Carter had left Pellucidar?,191.0,192.0,many years,many years
,where did most of his teachers come from?,429.0,511.0,Most of his Tutors were picked up by the careful Papa in this Stralsund business. ,in the  Stralsund business.
,When?,71.0,137.0,"was released from a hospital in ""good condition"" Tuesday afternoon",Tuesday afternoon
,where was it?,0.0,916.0,"""You must fold my laundry. It is behind the wood pile."" ",behind the wood pile
,Frim what two companies was it created?,345.0,399.0,with the merger of Time Inc. and Warner Communications,Time Inc. and Warner Communications
,Is it mostly strangers hiring children?,1075.0,1127.0,children are predominantly employed by their parents,no
,what did he eat?,515.0,544.0,mother's famous sugar cookies,sugar cookies
,What was said that meals do?,406.0,476.0,"but one looks forward to one's meals; they form a break in the time."" ",form a break in the time
,Where did they court?,1671.0,1708.0,had to be carried on in the two rooms,in two rooms
,What kind of curriculum does it follow?,620.0,655.0,Following a liberal arts curriculum,liberal arts
,Is her job stable?,1081.0,1142.0,and even that minor claim to fame is soon to be extinguished:,no
,What many examples of arctic animals are given?,0.0,952.0,"Arctic animals (ptarmigan, reindeer)",Two
,how many?,0.0,841.0, continent's current overland boundary with Asia. ,One
,who got  themselves in order on the boundry?,1539.0,1593.0,Along the latter lines the cadets arranged themselves.,the cadets
,what was the sound?,620.0,666.0,he was working at the crank of the touring car,he was working at the crank of the touring car
,What happened to those caught?,719.0,769.0,0,Exile.
,Who asked the first Secretary of the Treasury to take that office?,491.0,540.0,Hamilton was asked by President George Washington,George Washington
,who was being rescued?,9.0,87.0,Two Kenyan aid workers who had been held by the al Qaeda-linked militant group,Two Kenyan aid workers
,In what?,280.0,297.0," ""A Bronx Tale."" ","""A Bronx Tale."""
,If the suspects are convicted how long will they spend in jail?,702.0,783.0,0,life
,What is their special need?,0.0,1135.0,commonly used by the deaf and hard-of-hearing,deaf and hard-of-hearing
,Where was it written?,0.0,793.0," and the date of place and day, August the nineteenth, at Compiegne. ",at Compiegne.
,What degree did she get first upon return?,1222.0,1230.0,master's,master's
,What is a type of wired connections?,968.0,1009.0,"wired connections, such as twisted pair. ",twisted pair.
,of what committee?,445.0,518.0,"let Lieberman continue chairing the Senate Homeland Security Committee. 
",The Senate Homeland Security Committee.
,who throws the lamb?,89.0,126.0,She likes when Lauren throws her lamb,lauren
,What is the GDP (PPP) per capita of Bratislava?,0.0,282.0,third richest region of the european union,third richest region of the european union
,What is Auckland?,11.0,18.0, a city,a city
,Did the crowd get out of their way?,920.0,1075.0,"more inclined to hoot at the soldier and torment him than to receive or inflict any serious wounds, gave way at the approach of signori with drawn swords, ",yes
,What type of ballads made him a star in the 60s?,0.0,249.0,romantic ballads,romantic ballads
,What were the magical words the clown said to make John the Zebra able to clap?,36.0,39.0,a few magical words,a few magical words
,what did he tell Shelton about?,324.0,351.0,he had heard of a position ,that he had heard of a position
,What is the french name for the mountains?,0.0,92.0,"The Appalachian Mountains (i/ˌæpəˈleɪʃᵻn/ or /ˌæpəˈlætʃᵻn/,[note 1] French: les Appalaches),",Les Appalaches.
,Did he scare Betty?,26.0,0.0,"That bulwark of _Peaceful Moments_, Pugsy Maloney, was rather the man of action than the man of tact. Otherwise, when, a moment later, he thrust his head up through the trap, he would have withdrawn delicately, and not split the silence with a raucous ""Hey!"" which acted on John and Betty like an electric shock. ",Yes
,Where did he flee to?,1594.0,1601.0,Albania,Albania
,How did Eric Marshall react to his own defeats in arguments with Thomas Gordon?,175.0,181.0,0,eric enjoyed his own defeat enormously
,What was the perceived beauty norm at her school?,1477.0,0.0,to be blonde and blue-eyed to be beautiful and admired.,blonde and blue-eyed
,How so?,1057.0,1123.0,show what they could be like if they were put on a different path.,show what they could be like if they were put on a different path
,What had been erected there?,676.0,728.0,0,The castle
,did Nat make a sharp curve,1414.0,1436.0,0,Yes
,Until when did Burundi and Rwanda come under a common rule?,922.0,0.0,Burundi gained independence in 1962 ,Burundi gained independence in 1962
,Who was able to pick up her dislike?,145.0,212.0,there was something which seemed to Margaret to tell of her dislike,Margaret
,What happened in Italy?,1513.0,1610.0,0,Carolina Morace took charge of Italian Serie C1 team Viterbese
